input_text	prefix	target_text	Unnamed: 0
PersonX about to get married	xAttr	excited	
PersonX about to get married	xIntent	to share his life with someone	472037.0
PersonX absolutely loved	xAttr	caring	
PersonX absolutely loved	xIntent	to marry.	459687.0
PersonX absolutely loved it	xAttr	enthused	
PersonX absolutely loved it	xIntent	none	523609.0
PersonX accepts PersonY appointment	xAttr	Booked	
PersonX accepts PersonY appointment	xIntent	to have a job	271833.0
PersonX accepts PersonY thanks	xAttr	grateful	
PersonX accepts PersonY thanks	xIntent	to be gracious	116877.0
PersonX accepts PersonY's proposal	xAttr	Trusting	
PersonX accepts PersonY's proposal	xIntent	to move on with the project	570741.0
PersonX accepts PersonY's resignation	xAttr	Understanding	
PersonX accepts PersonY's resignation	xIntent	none	82610.0
PersonX accepts into college	xAttr	hopeful	
PersonX accepts into college	xIntent	none	530022.0
PersonX accepts the challenge	xAttr	brave	
PersonX accepts the challenge	xIntent	to prove they are the best	623809.0
PersonX accepts the dare	xAttr	Adventurous	
PersonX accepts the dare	xIntent	to prove they are not afraid	449664.0
PersonX accepts the fact	xAttr	resigned	
PersonX accepts the fact	xIntent	to move on with life	438715.0
PersonX accepts without question	xAttr	naive	
PersonX accepts without question	xIntent	to be generous	255948.0
PersonX accidentally bumped	xAttr	clumsy	
PersonX accidentally bumped	xIntent	none	520274.0
PersonX accidentally burned	xAttr	Accident prone	
PersonX accidentally burned	xIntent	none	697913.0
PersonX accidentally cut	xAttr	careless	
PersonX accidentally cut	xIntent	none	518787.0
PersonX accidentally dropped	xAttr	clumsy	
PersonX accidentally dropped	xIntent	none	397938.0
PersonX accidentally dropped it	xAttr	clumsy	
PersonX accidentally dropped it	xIntent	none	505201.0
PersonX accidentally fell	xAttr	awkward	
PersonX accidentally fell	xIntent	none	515191.0
PersonX accidentally got	xAttr	careless	
PersonX accidentally got	xIntent	none	519752.0
PersonX accidentally hit	xAttr	clumsy.	
PersonX accidentally hit	xIntent	none	400611.0
PersonX accidentally knocked	xAttr	clumsy	
PersonX accidentally knocked	xIntent	none	404479.0
PersonX accidentally knocked over	xAttr	clumsy	
PersonX accidentally knocked over	xIntent	none	447134.0
PersonX accidentally left	xAttr	careless	
PersonX accidentally left	xIntent	none	477774.0
PersonX accidentally put	xAttr	careless	
PersonX accidentally put	xIntent	none	410929.0
PersonX accidentally shot	xAttr	careless	
PersonX accidentally shot	xIntent	none	446559.0
PersonX accidentally spilled	xAttr	upset	
PersonX accidentally spilled	xIntent	none	459204.0
PersonX accidentally stepped	xAttr	clumsy	
PersonX accidentally stepped	xIntent	none	494532.0
PersonX accidentally tripped	xAttr	embarrassed	
PersonX accidentally tripped	xIntent	none	515076.0
PersonX accidently left	xAttr	silly	
PersonX accidently left	xIntent	none	691010.0
PersonX accompanies PersonY far	xAttr	supportive	
PersonX accompanies PersonY far	xIntent	to comfort him	252894.0
PersonX accompanies by PersonX's wife	xAttr	kind	
PersonX accompanies by PersonX's wife	xIntent	to go somewhere	115754.0
PersonX accompanies by PersonY's wife	xAttr	companion	
PersonX accompanies by PersonY's wife	xIntent	none	94131.0
PersonX accomplishes PersonX's goal	xAttr	determined	
PersonX accomplishes PersonX's goal	xIntent	to achieve a personal goal.	105082.0
PersonX accomplishes PersonX's goals	xAttr	positive	
PersonX accomplishes PersonX's goals	xIntent	to be successful	109281.0
PersonX accomplishes PersonX's mission	xAttr	successful	
PersonX accomplishes PersonX's mission	xIntent	to make the world better	105601.0
PersonX accomplishes PersonX's object	xAttr	successful	
PersonX accomplishes PersonX's object	xIntent	to be done.	107907.0
PersonX accomplishes PersonX's objectives	xAttr	determined	
PersonX accomplishes PersonX's objectives	xIntent	to be at peace	128556.0
PersonX accomplishes PersonX's purpose	xAttr	satisfied	
PersonX accomplishes PersonX's purpose	xIntent	to accomplish their goals	108421.0
PersonX accomplishes PersonX's purposes	xAttr	dedicated	
PersonX accomplishes PersonX's purposes	xIntent	to complete his purpose.	127998.0
PersonX accomplishes PersonX's task	xAttr	committed	
PersonX accomplishes PersonX's task	xIntent	to achieve his goal	109699.0
PersonX accomplishes PersonX's work	xAttr	skilled	
PersonX accomplishes PersonX's work	xIntent	to gain money	97731.0
PersonX accomplishes PersonY's objectives	xAttr	Successfull	
PersonX accomplishes PersonY's objectives	xIntent	to help.	128918.0
PersonX accomplishes PersonY's work	xAttr	helpful	
PersonX accomplishes PersonY's work	xIntent	to achieve goal	651167.0
PersonX accuses PersonY of cheating	xAttr	envious	
PersonX accuses PersonY of cheating	xIntent	to get persony in trouble	326316.0
PersonX aces PersonX's exam	xAttr	responsible	
PersonX aces PersonX's exam	xIntent	to achieve high	289007.0
PersonX aces PersonX's interview	xAttr	ecstatic	
PersonX aces PersonX's interview	xIntent	none	610949.0
PersonX aces the exam	xAttr	intelligent	
PersonX aces the exam	xIntent	to get an a in the class	638549.0
PersonX aces the test	xAttr	dependable	
PersonX aces the test	xIntent	none	465420.0
PersonX achieves PersonX's aim	xAttr	successful	
PersonX achieves PersonX's aim	xIntent	to be successful.	124997.0
PersonX achieves PersonX's aims	xAttr	accomplished	
PersonX achieves PersonX's aims	xIntent	to succeed in everything	586144.0
PersonX achieves PersonX's ends	xAttr	accomplished	
PersonX achieves PersonX's ends	xIntent	finish his plan	95572.0
PersonX achieves PersonX's goal	xAttr	Dedicated	
PersonX achieves PersonX's goal	xIntent	to reach his goal	87172.0
PersonX achieves PersonX's goals	xAttr	driven	
PersonX achieves PersonX's goals	xIntent	to be successful	83961.0
PersonX achieves PersonX's objectives	xAttr	smart	
PersonX achieves PersonX's objectives	xIntent	to complete  the exact need	83630.0
PersonX achieves PersonX's potential	xAttr	hard working	
PersonX achieves PersonX's potential	xIntent	to be capable.	81925.0
PersonX achieves PersonY end	xAttr	accomplished	
PersonX achieves PersonY end	xIntent	none	272707.0
PersonX achieves PersonY goal	xAttr	doesn't make sense	
PersonX achieves PersonY goal	xIntent	to make happy	604137.0
PersonX achieves PersonY understanding	xAttr	peaceful	
PersonX achieves PersonY understanding	xIntent	convice them	266251.0
PersonX acquires PersonY interest	xAttr	Attractive	
PersonX acquires PersonY interest	xIntent	none	276592.0
PersonX acquires PersonY knowledge	xAttr	Skillful	
PersonX acquires PersonY knowledge	xIntent	to be smarter	259876.0
PersonX activates a shadow over everyone	xAttr	controlling	
PersonX activates a shadow over everyone	xIntent	none	198197.0
PersonX acts PersonX's age	xAttr	sagacious	
PersonX acts PersonX's age	xIntent	to be seen as mature	213576.0
PersonX acts as PersonY agent	xAttr	helpful	
PersonX acts as PersonY agent	xIntent	to be act	119594.0
PersonX acts as PersonY intermediary	xAttr	a go-between	
PersonX acts as PersonY intermediary	xIntent	to be responsible	241942.0
PersonX acts funny	xAttr	high on drugs	
PersonX acts funny	xIntent	to amuse someone.	531228.0
PersonX acts in PersonY capacity	xAttr	helpful	
PersonX acts in PersonY capacity	xIntent	to honor his dead commander	253916.0
PersonX acts in PersonY manner	xAttr	observant	
PersonX acts in PersonY manner	xIntent	to mock persony	241753.0
PersonX acts in PersonY way	xAttr	similar	
PersonX acts in PersonY way	xIntent	to achieve their success.	250184.0
PersonX acts like PersonY	xAttr	understanding	
PersonX acts like PersonY	xIntent	to be like person.	177390.0
PersonX acts like a PersonY	xAttr	odd	
PersonX acts like a PersonY	xIntent	to be viewed as normal in society.	121902.0
PersonX acts like a man	xAttr	Strong	
PersonX acts like a man	xIntent	to be mature	653969.0
PersonX acts like men	xAttr	masculine	
PersonX acts like men	xIntent	to be manly	263610.0
PersonX acts on PersonX's behalf	xAttr	individualistic	
PersonX acts on PersonX's behalf	xIntent	helpful.	111055.0
PersonX acts on PersonY's behalf	xAttr	moody	
PersonX acts on PersonY's behalf	xIntent	to help	88026.0
PersonX acts quickly	xAttr	nervous	
PersonX acts quickly	xIntent	to gain an advantage	532229.0
PersonX acts strange	xAttr	odd	
PersonX acts strange	xIntent	none	471040.0
PersonX actually got	xAttr	determined	
PersonX actually got	xIntent	none	498456.0
PersonX adapts to PersonX's environment	xAttr	reliable	
PersonX adapts to PersonX's environment	xIntent	none	89344.0
PersonX adapts to PersonY's environment	xAttr	flexible	
PersonX adapts to PersonY's environment	xIntent	to fit in	104528.0
PersonX adds PersonY excess	xAttr	friendly	
PersonX adds PersonY excess	xIntent	none	266842.0
PersonX adds butter	xAttr	compatent	
PersonX adds butter	xIntent	to make the cake taste better	527964.0
PersonX adds fuel to the fire	xAttr	emotional	
PersonX adds fuel to the fire	xIntent	to create drama	220743.0
PersonX adds insult to injury	xAttr	ashamed	
PersonX adds insult to injury	xIntent	to revenge on person	657875.0
PersonX adds oil	xAttr	hopeful	
PersonX adds oil	xIntent	to cook	216989.0
PersonX adds salt	xAttr	content	
PersonX adds salt	xIntent	to have a good meal	451730.0
PersonX adds to PersonX's collection	xAttr	rewarding	
PersonX adds to PersonX's collection	xIntent	to admire it	574696.0
PersonX adds to PersonX's knowledge	xAttr	studious	
PersonX adds to PersonX's knowledge	xIntent	to always learn new things.	112514.0
PersonX adds water	xAttr	smart	
PersonX adds water	xIntent	to dilute their beverage	502119.0
PersonX adjusts PersonY's glasses	xAttr	assertive	
PersonX adjusts PersonY's glasses	xIntent	to be comfortable	187305.0
PersonX admires PersonY's work	xAttr	admirier	
PersonX admires PersonY's work	xIntent	to be like person y	644851.0
PersonX admits PersonY was wrong	xAttr	responsible	
PersonX admits PersonY was wrong	xIntent	to be truthful	372109.0
PersonX adopts PersonY approach	xAttr	flexible	
PersonX adopts PersonY approach	xIntent	to be like the other person	109623.0
PersonX adopts PersonY policy	xAttr	compliant	
PersonX adopts PersonY policy	xIntent	to be more successful	267873.0
PersonX adopts a baby	xAttr	caring	
PersonX adopts a baby	xIntent	to become a parent	697037.0
PersonX adopts a cat	xAttr	nurturing	
PersonX adopts a cat	xIntent	to help an animal in need	404375.0
PersonX adopts a child	xAttr	generous	
PersonX adopts a child	xIntent	to have a child	476864.0
PersonX adopts a dog	xAttr	Caring	
PersonX adopts a dog	xIntent	a companion	396511.0
PersonX adopts a kitten	xAttr	caring	
PersonX adopts a kitten	xIntent	companionship	466328.0
PersonX adopts a little girl	xAttr	compassionate	
PersonX adopts a little girl	xIntent	to have a daughter.	366629.0
PersonX adopts a new cat	xAttr	loving	
PersonX adopts a new cat	xIntent	to have a pet	613781.0
PersonX adopts a pet	xAttr	caring	
PersonX adopts a pet	xIntent	to have a friend.	407156.0
PersonX adopts a puppy	xAttr	Loving	
PersonX adopts a puppy	xIntent	to have a new friend	470962.0
PersonX adopts one	xAttr	caring	
PersonX adopts one	xIntent	to care for something	630527.0
PersonX adopts the cat	xAttr	caring	
PersonX adopts the cat	xIntent	to have a cuddle buddy at night	409928.0
PersonX adopts the dog	xAttr	kind	
PersonX adopts the dog	xIntent	they want the dog	403691.0
PersonX adopts the kitten	xAttr	caring	
PersonX adopts the kitten	xIntent	be affection	697241.0
PersonX adopts the puppy	xAttr	caring	
PersonX adopts the puppy	xIntent	to care for an animal	507696.0
PersonX advances PersonX's interests	xAttr	dedicated	
PersonX advances PersonX's interests	xIntent	to get what they want	87006.0
PersonX advances toward PersonY	xAttr	brave	
PersonX advances toward PersonY	xIntent	to talk	669793.0
PersonX advances towards PersonY	xAttr	threatening	
PersonX advances towards PersonY	xIntent	to be near person	119027.0
PersonX advances upon PersonY	xAttr	forcefull	
PersonX advances upon PersonY	xIntent	talk	259634.0
PersonX advises PersonY to go	xAttr	agreeable	
PersonX advises PersonY to go	xIntent	to avoid a fight	670506.0
PersonX advises PersonY to take	xAttr	, scared	
PersonX advises PersonY to take	xIntent	to inform another	270899.0
PersonX affects PersonX's health	xAttr	sickly	
PersonX affects PersonX's health	xIntent	none	292811.0
PersonX affects PersonX's life	xAttr	responsible	
PersonX affects PersonX's life	xIntent	none	107722.0
PersonX affects PersonY's ability	xAttr	helpful	
PersonX affects PersonY's ability	xIntent	none	129855.0
PersonX affects PersonY's health	xAttr	aggravating	
PersonX affects PersonY's health	xIntent	none	129362.0
PersonX affects PersonY's life	xAttr	Careless	
PersonX affects PersonY's life	xIntent	none	78276.0
PersonX affects PersonY's lives	xAttr	influencial	
PersonX affects PersonY's lives	xIntent	to be in control	586043.0
PersonX affords PersonX's rent	xAttr	Spendthrift	
PersonX affords PersonX's rent	xIntent	none	296560.0
PersonX affords PersonY opportunity	xAttr	caring	
PersonX affords PersonY opportunity	xIntent	to be affords	84507.0
PersonX affords PersonY pleasure	xAttr	rich	
PersonX affords PersonY pleasure	xIntent	to show affection	606382.0
PersonX affords PersonY the opportunity	xAttr	selfless.	
PersonX affords PersonY the opportunity	xIntent	to be helpful	265616.0
PersonX affords a car	xAttr	flashy	
PersonX affords a car	xIntent	to get a vehicle	418411.0
PersonX affords a new one	xAttr	Successfull	
PersonX affords a new one	xIntent	likes only new things	344467.0
PersonX affords anything	xAttr	well to do	
PersonX affords anything	xIntent	to spend money	415736.0
PersonX affords braces	xAttr	wealthy	
PersonX affords braces	xIntent	straighter teeth.	422328.0
PersonX affords college	xAttr	well off	
PersonX affords college	xIntent	to get an education	697209.0
PersonX affords one	xAttr	content	
PersonX affords one	xIntent	to enjoy something nice	387236.0
PersonX affords the trip	xAttr	rich	
PersonX affords the trip	xIntent	a vacation	412159.0
PersonX affords to buy one	xAttr	succuessful	
PersonX affords to buy one	xIntent	none	345259.0
PersonX affords to fix it	xAttr	rich	
PersonX affords to fix it	xIntent	to have it running.	412561.0
PersonX agrees and went	xAttr	amicable	
PersonX agrees and went	xIntent	to go experience something new.	416647.0
PersonX agrees to a date	xAttr	happy	
PersonX agrees to a date	xIntent	a partner	410728.0
PersonX agrees to go	xAttr	cooperative	
PersonX agrees to go	xIntent	to get out and do something	399275.0
PersonX agrees to go with PersonY	xAttr	brave	
PersonX agrees to go with PersonY	xIntent	to go on a date	342337.0
PersonX agrees to help PersonY	xAttr	friendly	
PersonX agrees to help PersonY	xIntent	to be friendly.	363756.0
PersonX agrees to take PersonY	xAttr	Responsible	
PersonX agrees to take PersonY	xIntent	to lend a hand	365504.0
PersonX agrees to the date	xAttr	nervous	
PersonX agrees to the date	xIntent	to get to know someone	688762.0
PersonX agrees to try it	xAttr	agreeable	
PersonX agrees to try it	xIntent	to have something new	431678.0
PersonX agrees upon by the parties	xAttr	wise	
PersonX agrees upon by the parties	xIntent	to be agreeable	606487.0
PersonX aims PersonX's gun	xAttr	fierce	
PersonX aims PersonX's gun	xIntent	to shoot the gun	296289.0
PersonX airs PersonX's dirty laundry in public	xAttr	Untrustworthy	
PersonX airs PersonX's dirty laundry in public	xIntent	for the world to know x's problems	214969.0
PersonX allays PersonX's fears	xAttr	scared	
PersonX allays PersonX's fears	xIntent	to feel better	87114.0
PersonX allays PersonY's fears	xAttr	Helpful	
PersonX allays PersonY's fears	xIntent	to soothe y	94910.0
PersonX allergic to cats	xAttr	sneezy	
PersonX allergic to cats	xIntent	none	494413.0
PersonX allergic to peanuts	xAttr	fragile	
PersonX allergic to peanuts	xIntent	none	473963.0
PersonX allows PersonY access	xAttr	agreeable	
PersonX allows PersonY access	xIntent	to let someone in somewhere	241460.0
PersonX allows PersonY time	xAttr	accomodating	
PersonX allows PersonY time	xIntent	to be kind	109558.0
PersonX allows PersonY to keep the dog	xAttr	in room	
PersonX allows PersonY to keep the dog	xIntent	to be nice	360578.0
PersonX allows pets	xAttr	understanding	
PersonX allows pets	xIntent	to be kind	437046.0
PersonX almost gave	xAttr	reserved	
PersonX almost gave	xIntent	none	473484.0
PersonX almost gave up	xAttr	careless	
PersonX almost gave up	xIntent	to persevere	484780.0
PersonX almost hit	xAttr	clumsy	
PersonX almost hit	xIntent	none	459240.0
PersonX almost hit PersonY	xAttr	careless	
PersonX almost hit PersonY	xIntent	none	340054.0
PersonX almost lost	xAttr	fortunate	
PersonX almost lost	xIntent	none	453231.0
PersonX almost ran	xAttr	scared	
PersonX almost ran	xIntent	to avoid consequences	443256.0
PersonX also asked	xAttr	curious	
PersonX also asked	xIntent	to know something	477677.0
PersonX also asked PersonY	xAttr	curious	
PersonX also asked PersonY	xIntent	answers	167922.0
PersonX also ate	xAttr	hungry	
PersonX also ate	xIntent	food	694531.0
PersonX also bought	xAttr	dependent	
PersonX also bought	xIntent	to buy another item	403941.0
PersonX also found	xAttr	Focused	
PersonX also found	xIntent	none	471275.0
PersonX also gave	xAttr	generous	
PersonX also gave	xIntent	to be nice	700717.0
PersonX also gave PersonY	xAttr	Giver	
PersonX also gave PersonY	xIntent	to be giving	592199.0
PersonX also got	xAttr	copying	
PersonX also got	xIntent	to acquire something	389186.0
PersonX also grabbed	xAttr	greedy	
PersonX also grabbed	xIntent	to take something somewhere	533005.0
PersonX also helped	xAttr	useful	
PersonX also helped	xIntent	to be of service	497931.0
PersonX also kept	xAttr	sentimental	
PersonX also kept	xIntent	to save it	689814.0
PersonX also knew	xAttr	Secretive	
PersonX also knew	xIntent	none	689909.0
PersonX also made	xAttr	dutiful	
PersonX also made	xIntent	to make something	623925.0
PersonX also noticed	xAttr	perceptive	
PersonX also noticed	xIntent	none	422181.0
PersonX also picked	xAttr	observant	
PersonX also picked	xIntent	to have a certain kind	411087.0
PersonX also played	xAttr	talented	
PersonX also played	xIntent	to play too	471806.0
PersonX also practiced	xAttr	dedicated	
PersonX also practiced	xIntent	to become better at playing	625400.0
PersonX also read	xAttr	scholarly	
PersonX also read	xIntent	to be informed	415989.0
PersonX also said	xAttr	thoughtful	
PersonX also said	xIntent	say something	500994.0
PersonX also set	xAttr	disciplined	
PersonX also set	xIntent	to mount	416314.0
PersonX also told PersonY	xAttr	Social	
PersonX also told PersonY	xIntent	to inform person of gossip	154973.0
PersonX also took PersonY	xAttr	nice	
PersonX also took PersonY	xIntent	person to know what's happening	190096.0
PersonX also tried	xAttr	Follower	
PersonX also tried	xIntent	to get jackpot	696217.0
PersonX also turned	xAttr	apprehensive	
PersonX also turned	xIntent	to go on his way	418890.0
PersonX also watched	xAttr	curious	
PersonX also watched	xIntent	to be alert	513479.0
PersonX always admired	xAttr	likeable	
PersonX always admired	xIntent	none	510313.0
PersonX always beats	xAttr	disciplined	
PersonX always beats	xIntent	to show his austerity	435481.0
PersonX always bragged	xAttr	annoying	
PersonX always bragged	xIntent	to impress others	512358.0
PersonX always buy	xAttr	wealthy	
PersonX always buy	xIntent	to be liked	431885.0
